lemma	gender	article	opposite_gender_word	source	notes
achuete	m	el		doozan/es-en.data	wiktionary-gender
achura	f	la		doozan/es-en.data	wiktionary-gender
aché	m	el		doozan/es-en.data	wiktionary-gender
achín	m	el		doozan/es-en.data	meta-f=+
achís	m	el		doozan/es-en.data	wiktionary-gender
aciago	m	el		doozan/es-en.data	wiktionary-gender
acial	m	el		doozan/es-en.data	wiktionary-gender
aciano	m	el		doozan/es-en.data	wiktionary-gender
aciar	m	el		doozan/es-en.data	wiktionary-gender
acicalado	m	el		doozan/es-en.data	wiktionary-gender
acicaladura	f	la		doozan/es-en.data	wiktionary-gender
acicalamiento	m	el		doozan/es-en.data	wiktionary-gender
acicate	m	el		doozan/es-en.data	wiktionary-gender
acid	m	el		doozan/es-en.data	wiktionary-gender
acidaque	m	el		doozan/es-en.data	wiktionary-gender
acidemia	f	la		doozan/es-en.data	wiktionary-gender
acidez	f	la		doozan/es-en.data	wiktionary-gender
acidificación	f	la		doozan/es-en.data	wiktionary-gender
acidimetría	f	la		doozan/es-en.data	wiktionary-gender
acidosis	f	la		doozan/es-en.data	wiktionary-gender
acidímetro	m	el		doozan/es-en.data	wiktionary-gender
acierto	m	el		doozan/es-en.data	wiktionary-gender
acil	m	el		doozan/es-en.data	wiktionary-gender
acilación	f	la		doozan/es-en.data	wiktionary-gender
acilglicerol	m	el		doozan/es-en.data	wiktionary-gender
acilglicérido	m	el		doozan/es-en.data	wiktionary-gender
acilo	m	el		doozan/es-en.data	wiktionary-gender
aciltransferasa	f	la		doozan/es-en.data	wiktionary-gender
acilurea	f	la		doozan/es-en.data	wiktionary-gender
acimut	m	el		doozan/es-en.data	wiktionary-gender
acineto	m	el		doozan/es-en.data	wiktionary-gender
acino	m	el		doozan/es-en.data	wiktionary-gender
acirate	m	el		doozan/es-en.data	wiktionary-gender
acitara	f	la		doozan/es-en.data	wiktionary-gender
aclamación	f	la		doozan/es-en.data	wiktionary-gender
aclaración	f	la		doozan/es-en.data	wiktionary-gender
aclarado	m	el		doozan/es-en.data	wiktionary-gender
aclarador	m	el		doozan/es-en.data	wiktionary-gender
aclaramiento	m	el		doozan/es-en.data	wiktionary-gender
aclareo	m	el		doozan/es-en.data	wiktionary-gender
aclimatación	f	la		doozan/es-en.data	wiktionary-gender
aclimatamiento	m	el		doozan/es-en.data	wiktionary-gender
aclimatización	f	la		doozan/es-en.data	wiktionary-gender
aclorhidria	f	la		doozan/es-en.data	wiktionary-gender
acmeísta	mf	el/la		doozan/es-en.data	wiktionary-gender
acmé	mf	el/la		doozan/es-en.data	wiktionary-gender
acné	m	el		doozan/es-en.data	wiktionary-gender
acocil	m	el		doozan/es-en.data	wiktionary-gender
acodo	m	el		doozan/es-en.data	wiktionary-gender
acogida	f	la		doozan/es-en.data	wiktionary-gender
acogido	m	el	acogida	doozan/es-en.data	meta-f=+
acogimiento	m	el		doozan/es-en.data	wiktionary-gender
acolada	f	la		doozan/es-en.data	wiktionary-gender
acolchado	m	el		doozan/es-en.data	wiktionary-gender
acolchamiento	m	el		doozan/es-en.data	wiktionary-gender
acollador	m	el		doozan/es-en.data	wiktionary-gender
acometida	f	la		doozan/es-en.data	wiktionary-gender
acometimiento	m	el		doozan/es-en.data	wiktionary-gender
acometividad	f	la		doozan/es-en.data	wiktionary-gender
acomodación	f	la		doozan/es-en.data	wiktionary-gender
acomodado	m	el	acomodada	doozan/es-en.data	meta-f=+
acomodador	m	el		doozan/es-en.data	meta-f=+
acomodamiento	m	el		doozan/es-en.data	wiktionary-gender
acomodo	m	el		doozan/es-en.data	wiktionary-gender
acompañado	m	el		doozan/es-en.data	wiktionary-gender
acompañamiento	m	el		doozan/es-en.data	wiktionary-gender
acompañante	mf	el/la		doozan/es-en.data	wiktionary-gender
acomplejado	m	el		doozan/es-en.data	wiktionary-gender
acomplejamiento	m	el		doozan/es-en.data	wiktionary-gender
acondicionador	m	el		doozan/es-en.data	wiktionary-gender
acondicionamiento	m	el		doozan/es-en.data	wiktionary-gender
acondrita	f	la		doozan/es-en.data	wiktionary-gender
acondrito	m	el		doozan/es-en.data	wiktionary-gender
acondroplasia	f	la		doozan/es-en.data	wiktionary-gender
aconfesionalidad	f	la		doozan/es-en.data	wiktionary-gender
aconitasa	f	la		doozan/es-en.data	wiktionary-gender
aconitina	f	la		doozan/es-en.data	wiktionary-gender
acontecer	m	el		doozan/es-en.data	wiktionary-gender
acontecimiento	m	el		doozan/es-en.data	wiktionary-gender
acopiador	m	el		doozan/es-en.data	meta-f=+
acopio	m	el		doozan/es-en.data	wiktionary-gender
acoplado	m	el	acoplada	doozan/es-en.data	meta-f=+
acoplador	m	el		doozan/es-en.data	wiktionary-gender
acoplamiento	m	el		doozan/es-en.data	wiktionary-gender
acoquinamiento	m	el		doozan/es-en.data	wiktionary-gender
acorazado	m	el		doozan/es-en.data	wiktionary-gender
acordanza	f	la		doozan/es-en.data	wiktionary-gender
acorde	m	el		doozan/es-en.data	wiktionary-gender
acordeonero	m	el	acordeonera	doozan/es-en.data	meta-f=+
acordeonista	mf	el/la		doozan/es-en.data	wiktionary-gender
acordeón	m	el		doozan/es-en.data	wiktionary-gender
acordonamiento	m	el		doozan/es-en.data	wiktionary-gender
acorralamiento	m	el		doozan/es-en.data	wiktionary-gender
acortador	m	el		doozan/es-en.data	wiktionary-gender
acortamiento	m	el		doozan/es-en.data	wiktionary-gender
acosador	m	el		doozan/es-en.data	meta-f=+
acoso	m	el		doozan/es-en.data	wiktionary-gender
acostumbramiento	m	el		doozan/es-en.data	wiktionary-gender
acotación	f	la		doozan/es-en.data	wiktionary-gender
acotamiento	m	el		doozan/es-en.data	wiktionary-gender
acotiledón	m	el		doozan/es-en.data	wiktionary-gender
acracia	f	la		doozan/es-en.data	wiktionary-gender
acrasia	f	la		doozan/es-en.data	wiktionary-gender
acre	m	el		doozan/es-en.data	wiktionary-gender
acrecencia	f	la		doozan/es-en.data	wiktionary-gender
acrecentamiento	m	el		doozan/es-en.data	wiktionary-gender
acrecimiento	m	el		doozan/es-en.data	wiktionary-gender
acreción	f	la		doozan/es-en.data	wiktionary-gender
acreditación	f	la		doozan/es-en.data	wiktionary-gender
acreedor	m	el		doozan/es-en.data	meta-f=+
acreencia	f	la		doozan/es-en.data	wiktionary-gender
acrense	mf	el/la		doozan/es-en.data	wiktionary-gender
acribillamiento	m	el		doozan/es-en.data	wiktionary-gender
acrilamida	f	la		doozan/es-en.data	wiktionary-gender
acrilato	m	el		doozan/es-en.data	wiktionary-gender
acrilonitrilo	m	el		doozan/es-en.data	wiktionary-gender
acrimonia	f	la		doozan/es-en.data	wiktionary-gender
acristalamiento	m	el		doozan/es-en.data	wiktionary-gender
acritarco	m	el		doozan/es-en.data	wiktionary-gender
acritud	f	la		doozan/es-en.data	wiktionary-gender
acrobacia	f	la		doozan/es-en.data	wiktionary-gender
acrobatismo	m	el		doozan/es-en.data	wiktionary-gender
acrocantosaurio	m	el		doozan/es-en.data	wiktionary-gender
acrocianosis	f	la		doozan/es-en.data	wiktionary-gender
acrolecto	m	el		doozan/es-en.data	wiktionary-gender
acromatismo	m	el		doozan/es-en.data	wiktionary-gender
acromatopsia	f	la		doozan/es-en.data	wiktionary-gender
acromegalia	f	la		doozan/es-en.data	wiktionary-gender
acromion	m	el		doozan/es-en.data	wiktionary-gender
acronimia	f	la		doozan/es-en.data	wiktionary-gender
acropaquia	f	la		doozan/es-en.data	wiktionary-gender
acrosina	f	la		doozan/es-en.data	wiktionary-gender
acrosoma	m	el		doozan/es-en.data	wiktionary-gender
acrílico	m	el		doozan/es-en.data	wiktionary-gender
acróbata	mf	el/la		doozan/es-en.data	wiktionary-gender
acrónimo	m	el		doozan/es-en.data	wiktionary-gender
acrópolis	f	la		doozan/es-en.data	wiktionary-gender
acróstico	m	el		doozan/es-en.data	wiktionary-gender
acs	f	la		doozan/es-en.data	wiktionary-gender
acta	f	la		doozan/es-en.data	wiktionary-gender
actante	m	el		doozan/es-en.data	wiktionary-gender
actina	f	la		doozan/es-en.data	wiktionary-gender
actinio	m	el		doozan/es-en.data	wiktionary-gender
actinobacteria	f	la		doozan/es-en.data	wiktionary-gender
actinodura	f	la		doozan/es-en.data	wiktionary-gender
actinolita	f	la		doozan/es-en.data	wiktionary-gender
actinomicosis	f	la		doozan/es-en.data	wiktionary-gender
actinopeterigio	m	el		doozan/es-en.data	wiktionary-gender
actinopterigio	m	el		doozan/es-en.data	wiktionary-gender
actinostela	f	la		doozan/es-en.data	wiktionary-gender
actinómetro	m	el		doozan/es-en.data	wiktionary-gender
actitud	f	la		doozan/es-en.data	wiktionary-gender
activación	f	la		doozan/es-en.data	wiktionary-gender
activador	m	el		doozan/es-en.data	meta-f=+
actividad	f	la		doozan/es-en.data	wiktionary-gender
activina	f	la		doozan/es-en.data	wiktionary-gender
activismo	m	el		doozan/es-en.data	wiktionary-gender
activista	mf	el/la		doozan/es-en.data	wiktionary-gender
activo	m	el		doozan/es-en.data	wiktionary-gender
acto	m	el		doozan/es-en.data	wiktionary-gender
actor	m	el	actriz	doozan/es-en.data	meta-f=explicit
actoría	f	la		doozan/es-en.data	wiktionary-gender
actriz	f	la	actor	doozan/es-en.data	meta-m=explicit
actrizón	m	el		doozan/es-en.data	wiktionary-gender
actuación	f	la		doozan/es-en.data	wiktionary-gender
actuador	m	el		doozan/es-en.data	wiktionary-gender
actual	m	el		doozan/es-en.data	wiktionary-gender
actualidad	f	la		doozan/es-en.data	wiktionary-gender
actualidades	f	la		doozan/es-en.data	wiktionary-gender
actualista	mf	el/la		doozan/es-en.data	wiktionary-gender
actualización	f	la		doozan/es-en.data	wiktionary-gender
actualizador	m	el		doozan/es-en.data	meta-f=+
actuario	m	el	actuaria	doozan/es-en.data	meta-f=+
actínido	m	el		doozan/es-en.data	wiktionary-gender
acuache	m	el		doozan/es-en.data	wiktionary-gender
acuacultura	f	la		doozan/es-en.data	wiktionary-gender
acuanauta	mf	el/la		doozan/es-en.data	wiktionary-gender
acuaplaneo	m	el		doozan/es-en.data	wiktionary-gender
acuaponía	f	la		doozan/es-en.data	wiktionary-gender
acuaporina	f	la		doozan/es-en.data	wiktionary-gender
acuarela	f	la		doozan/es-en.data	wiktionary-gender
acuarelista	mf	el/la		doozan/es-en.data	wiktionary-gender
acuario	m	el		doozan/es-en.data	wiktionary-gender
acuariofilia	f	la		doozan/es-en.data	wiktionary-gender
acuariología	f	la		doozan/es-en.data	wiktionary-gender
acuarismo	m	el		doozan/es-en.data	wiktionary-gender
acuarista	mf	el/la		doozan/es-en.data	wiktionary-gender
acuariófilo	m	el	acuariófila	doozan/es-en.data	meta-f=+
acuartelamiento	m	el		doozan/es-en.data	wiktionary-gender
acuatizaje	m	el		doozan/es-en.data	wiktionary-gender
acuatlón	m	el		doozan/es-en.data	wiktionary-gender
acuatorio	m	el		doozan/es-en.data	wiktionary-gender
acuchillado	m	el		doozan/es-en.data	wiktionary-gender
acuchillador	m	el		doozan/es-en.data	wiktionary-gender
acuchillamiento	m	el		doozan/es-en.data	wiktionary-gender
acucia	f	la		doozan/es-en.data	wiktionary-gender
acuciosidad	f	la		doozan/es-en.data	wiktionary-gender
acudiente	mf	el/la		doozan/es-en.data	wiktionary-gender
acudimiento	m	el		doozan/es-en.data	wiktionary-gender
acueducto	m	el		doozan/es-en.data	wiktionary-gender
acuerdo	m	el		doozan/es-en.data	wiktionary-gender
acuespali	m	el		doozan/es-en.data	wiktionary-gender
acufenometría	f	la		doozan/es-en.data	wiktionary-gender
acuicultor	m	el		doozan/es-en.data	meta-f=+
acuicultura	f	la		doozan/es-en.data	wiktionary-gender
acuidad	f	la		doozan/es-en.data	wiktionary-gender
acullico	m	el		doozan/es-en.data	wiktionary-gender
aculturación	f	la		doozan/es-en.data	wiktionary-gender
acumen	m	el		doozan/es-en.data	wiktionary-gender
acumulación	f	la		doozan/es-en.data	wiktionary-gender
acumulador	m	el		doozan/es-en.data	meta-f=+
acumulamiento	m	el		doozan/es-en.data	wiktionary-gender
acupresión	f	la		doozan/es-en.data	wiktionary-gender
acupuntor	m	el		doozan/es-en.data	meta-f=+
acupuntora	f	la		doozan/es-en.data	wiktionary-gender
acupuntura	f	la		doozan/es-en.data	wiktionary-gender
acupunturista	mf	el/la		doozan/es-en.data	wiktionary-gender
acure	m	el		doozan/es-en.data	wiktionary-gender
acusación	f	la		doozan/es-en.data	wiktionary-gender
acusado	m	el	acusada	doozan/es-en.data	meta-f=+
acusador	m	el		doozan/es-en.data	meta-f=+
acusante	mf	el/la		doozan/es-en.data	wiktionary-gender
acusativo	m	el		doozan/es-en.data	wiktionary-gender
acuseta	mf	el/la		doozan/es-en.data	wiktionary-gender
acusetas	mf	el/la		doozan/es-en.data	wiktionary-gender
acusete	mf	el/la		doozan/es-en.data	wiktionary-gender
acusica	mf	el/la		doozan/es-en.data	wiktionary-gender
acuyo	m	el		doozan/es-en.data	wiktionary-gender
acuárium	m	el		doozan/es-en.data	wiktionary-gender
acuífero	m	el		doozan/es-en.data	wiktionary-gender
acuñación	f	la		doozan/es-en.data	wiktionary-gender
acuñador	m	el		doozan/es-en.data	meta-f=+
acuñamiento	m	el		doozan/es-en.data	wiktionary-gender
acuñista	mf	el/la		doozan/es-en.data	wiktionary-gender
acv	m	el		doozan/es-en.data	wiktionary-gender
acápite	m	el		doozan/es-en.data	wiktionary-gender
acémila	f	la		doozan/es-en.data	wiktionary-gender
acíbar	m	el		doozan/es-en.data	wiktionary-gender
acícula	f	la		doozan/es-en.data	wiktionary-gender
acólito	m	el	acólita	doozan/es-en.data	meta-f=+
acónito	m	el		doozan/es-en.data	wiktionary-gender
acúfeno	m	el		doozan/es-en.data	wiktionary-gender
acúleo	m	el		doozan/es-en.data	wiktionary-gender
acúmulo	m	el		doozan/es-en.data	wiktionary-gender
acústica	f	la		doozan/es-en.data	wiktionary-gender
acústico	m	el		doozan/es-en.data	wiktionary-gender
adagio	m	el		doozan/es-en.data	wiktionary-gender
adalid	m	el		doozan/es-en.data	wiktionary-gender
adamantano	m	el		doozan/es-en.data	wiktionary-gender
adamante	m	el		doozan/es-en.data	wiktionary-gender
adamantino	m	el		doozan/es-en.data	wiktionary-gender
adanismo	m	el		doozan/es-en.data	wiktionary-gender
adanista	mf	el/la		doozan/es-en.data	wiktionary-gender
adapiforme	m	el		doozan/es-en.data	wiktionary-gender
adaptabilidad	f	la		doozan/es-en.data	wiktionary-gender
adaptación	f	la		doozan/es-en.data	wiktionary-gender
adaptador	m	el		doozan/es-en.data	meta-f=+
adaptógeno	m	el		doozan/es-en.data	wiktionary-gender
adarga	f	la		doozan/es-en.data	wiktionary-gender
adarme	m	el		doozan/es-en.data	wiktionary-gender
adarve	m	el		doozan/es-en.data	wiktionary-gender
addicion	f	la		doozan/es-en.data	wiktionary-gender
ade	f	la		doozan/es-en.data	wiktionary-gender
adecentamiento	m	el		doozan/es-en.data	wiktionary-gender
adeco	m	el	adeca	doozan/es-en.data	meta-f=+
adecuación	f	la		doozan/es-en.data	wiktionary-gender
adecuamiento	m	el		doozan/es-en.data	wiktionary-gender
adefera	f	la		doozan/es-en.data	wiktionary-gender
adefesio	m	el		doozan/es-en.data	wiktionary-gender
adelaidano	m	el	adelaidana	doozan/es-en.data	meta-f=+
adelantado	m	el		doozan/es-en.data	wiktionary-gender
adelantamiento	m	el		doozan/es-en.data	wiktionary-gender
adelanto	m	el		doozan/es-en.data	wiktionary-gender
adelantón	m	el		doozan/es-en.data	wiktionary-gender
adelfa	f	la		doozan/es-en.data	wiktionary-gender
adelgazamiento	m	el		doozan/es-en.data	wiktionary-gender
adelgazante	m	el		doozan/es-en.data	wiktionary-gender
adelita	f	la		doozan/es-en.data	wiktionary-gender
adema	f	la		doozan/es-en.data	wiktionary-gender
ademán	m	el		doozan/es-en.data	wiktionary-gender
adenda	f	la		doozan/es-en.data	wiktionary-gender
adenil	m	el		doozan/es-en.data	wiktionary-gender
adenilación	f	la		doozan/es-en.data	wiktionary-gender
adenilato	m	el		doozan/es-en.data	wiktionary-gender
adenilil	m	el		doozan/es-en.data	wiktionary-gender
adenililciclasa	f	la		doozan/es-en.data	wiktionary-gender
adenililo	m	el		doozan/es-en.data	wiktionary-gender
adenilo	m	el		doozan/es-en.data	wiktionary-gender
adenina	f	la		doozan/es-en.data	wiktionary-gender
adenitis	f	la		doozan/es-en.data	wiktionary-gender
adenocarcinoma	m	el		doozan/es-en.data	wiktionary-gender
adenohipófisis	f	la		doozan/es-en.data	wiktionary-gender
adenoide	f	la		doozan/es-en.data	wiktionary-gender
adenoidectomía	f	la		doozan/es-en.data	wiktionary-gender
adenología	f	la		doozan/es-en.data	wiktionary-gender
adenoma	m	el		doozan/es-en.data	wiktionary-gender
adenomiosis	f	la		doozan/es-en.data	wiktionary-gender
adenopatía	f	la		doozan/es-en.data	wiktionary-gender
adenosina	f	la		doozan/es-en.data	wiktionary-gender
adenosín	m	el		doozan/es-en.data	wiktionary-gender
adenovirus	m	el		doozan/es-en.data	wiktionary-gender
adentro	m	el		doozan/es-en.data	wiktionary-gender
adenín	m	el		doozan/es-en.data	wiktionary-gender
adepto	m	el	adepta	doozan/es-en.data	meta-f=+
aderezo	m	el		doozan/es-en.data	wiktionary-gender
aderno	m	el		doozan/es-en.data	wiktionary-gender
adeudo	m	el		doozan/es-en.data	wiktionary-gender
adhan	m	el		doozan/es-en.data	wiktionary-gender
adherencia	f	la		doozan/es-en.data	wiktionary-gender
adherente	m	el		doozan/es-en.data	wiktionary-gender
adhesina	f	la		doozan/es-en.data	wiktionary-gender
adhesividad	f	la		doozan/es-en.data	wiktionary-gender
adhesivo	m	el		doozan/es-en.data	wiktionary-gender
adhesión	f	la		doozan/es-en.data	wiktionary-gender
adhocracia	f	la		doozan/es-en.data	wiktionary-gender
adhán	m	el		doozan/es-en.data	wiktionary-gender
adiafa	f	la		doozan/es-en.data	wiktionary-gender
adicción	f	la		doozan/es-en.data	wiktionary-gender
adicionalidad	f	la		doozan/es-en.data	wiktionary-gender
adición	f	la		doozan/es-en.data	wiktionary-gender
adicto	m	el	adicta	doozan/es-en.data	meta-f=+
adiestrador	m	el		doozan/es-en.data	meta-f=+
adiestramiento	m	el		doozan/es-en.data	wiktionary-gender
adigué	mf	el/la		doozan/es-en.data	wiktionary-gender
adigués	m	el		doozan/es-en.data	meta-f=+
adinamia	f	la		doozan/es-en.data	wiktionary-gender
adiosito	m	el		doozan/es-en.data	wiktionary-gender
adipato	m	el		doozan/es-en.data	wiktionary-gender
adipocira	f	la		doozan/es-en.data	wiktionary-gender
adipocito	m	el		doozan/es-en.data	wiktionary-gender
adiponectina	f	la		doozan/es-en.data	wiktionary-gender
adiponectinemia	f	la		doozan/es-en.data	wiktionary-gender
adiponitrilo	m	el		doozan/es-en.data	wiktionary-gender
adipoquina	f	la		doozan/es-en.data	wiktionary-gender
adiposidad	f	la		doozan/es-en.data	wiktionary-gender
aditamento	m	el		doozan/es-en.data	wiktionary-gender
aditividad	f	la		doozan/es-en.data	wiktionary-gender
aditivo	m	el		doozan/es-en.data	wiktionary-gender
adive	m	el		doozan/es-en.data	wiktionary-gender
adivinación	f	la		doozan/es-en.data	wiktionary-gender
adivinador	m	el		doozan/es-en.data	meta-f=+
adivinanza	f	la		doozan/es-en.data	wiktionary-gender
adivinico	m	el		doozan/es-en.data	wiktionary-gender
adivino	m	el	adivina	doozan/es-en.data	meta-f=+
adiós	m	el		doozan/es-en.data	wiktionary-gender
adjetivación	f	la		doozan/es-en.data	wiktionary-gender
adjetivo	m	el		doozan/es-en.data	wiktionary-gender
adjudicación	f	la		doozan/es-en.data	wiktionary-gender
adjudicador	m	el		doozan/es-en.data	meta-f=+
adjudicatario	m	el	adjudicataria	doozan/es-en.data	meta-f=+
adjunción	f	la		doozan/es-en.data	wiktionary-gender
adlátere	mf	el/la		doozan/es-en.data	wiktionary-gender
admin	mf	el/la		doozan/es-en.data	wiktionary-gender
administración	f	la		doozan/es-en.data	wiktionary-gender
administrador	m	el		doozan/es-en.data	meta-f=+
adminículo	m	el		doozan/es-en.data	wiktionary-gender
admiración	f	la		doozan/es-en.data	wiktionary-gender
admirador	m	el		doozan/es-en.data	meta-f=+
admisibilidad	f	la		doozan/es-en.data	wiktionary-gender
admisión	f	la		doozan/es-en.data	wiktionary-gender
admitancia	f	la		doozan/es-en.data	wiktionary-gender
admonición	f	la		doozan/es-en.data	wiktionary-gender
adn	m	el		doozan/es-en.data	wiktionary-gender
adnación	f	la		doozan/es-en.data	wiktionary-gender
adobe	m	el		doozan/es-en.data	wiktionary-gender
adobito	m	el		doozan/es-en.data	wiktionary-gender
adobo	m	el		doozan/es-en.data	wiktionary-gender
adobón	m	el		doozan/es-en.data	wiktionary-gender
adocenamiento	m	el		doozan/es-en.data	wiktionary-gender
adoctrinamiento	m	el		doozan/es-en.data	wiktionary-gender
adolescencia	f	la		doozan/es-en.data	wiktionary-gender
adolescente	mf	el/la		doozan/es-en.data	wiktionary-gender
